JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,Age,Assignments_Completed
164,33,85,3,8.5,19,1
137,4,77,3,3.6,16,1
212,38,100,2,13.4,17,4
232,22,99,3,0,21,1
140,17,93,3,7.5,21,1
148,8,78,2,18,19,2
148,10,74,2,14.6,19,1
164,14,84,1,2.8,22,1
187,11,84,3,3.5,17,2
224,22,82,4,9.4,15,1
200,18,75,2,8.9,18,1
241,40,88,4,15.2,22,5
118,4,77,1,3.8,20,1
128,17,88,3,15.5,18,1
172,22,90,2,5.7,21,3
245,16,99,3,2.3,20,1
216,29,75,2,9.3,20,2
159,15,87,4,5.2,20,1
102,0,73,1,1.3,15,1
149,23,71,4,8.9,19,1
149,7,79,3,11.2,16,1
241,16,99,4,9.6,15,2
179,26,81,2,13.7,19,1
219,20,100,2,13.4,21,2
215,31,92,4,7.3,22,3
164,30,80,3,10.9,21,2
172,14,95,4,8.3,17,1
216,30,91,3,17.2,17,5
191,14,77,2,10.3,20,2
193,40,100,4,4.5,19,3
185,14,87,4,15.6,20,2
230,34,88,3,9.3,17,4
245,33,81,2,18.7,18,4
131,19,93,3,17.1,21,2
198,15,91,2,5.6,15,2
145,16,88,3,11.9,18,2
179,0,80,2,0.6,22,1
226,26,95,4,7.2,19,1
224,27,96,2,6.7,15,2
183,22,79,3,15.4,17,4
153,0,70,2,12.2,15,1
116,3,86,2,14.4,22,1
129,9,67,2,15.9,15,1
237,27,90,4,5.9,17,2
142,20,78,3,5.9,20,1
126,14,93,3,8.5,16,1
134,22,78,2,14.7,17,2
179,11,95,3,8.2,18,1
199,27,81,3,19.5,20,3
180,24,94,3,3.2,21,2
121,19,100,1,17.2,16,1
162,17,73,2,15.8,18,2
164,35,86,2,9.5,22,3
142,21,100,3,9.3,22,1
116,6,81,2,11,19,1
184,23,86,3,15.6,18,2
176,27,92,1,4.2,22,1
179,15,85,3,18.6,22,2
101,23,64,3,18.4,20,1
171,23,95,1,10.6,21,3
241,4,69,5,15.7,21,1
180,23,81,4,3.7,22,2
202,18,97,3,15.7,20,2
112,19,77,1,2.7,21,2
108,23,74,2,5.4,20,1
153,20,91,2,3.9,21,2
217,38,79,3,0,15,4
101,12,68,3,10.4,22,1
174,25,87,2,15.2,20,3
213,30,85,3,10.1,20,3
132,15,70,1,13.3,19,2
106,21,86,2,14.3,21,2
147,12,87,3,9.5,16,2
146,13,79,3,11.9,18,1
152,6,80,2,14.1,19,1
218,25,92,2,10.8,22,2
225,27,99,4,6.6,21,2
148,28,80,3,5.4,18,2
180,27,91,3,18.1,15,3
122,13,86,1,12.1,15,1
168,8,92,5,10.8,16,1
158,22,84,2,16.2,22,1
157,28,75,2,10.8,22,3
156,25,79,2,9.4,17,2
189,31,88,3,7.2,20,3
144,15,100,3,9.9,21,1
220,19,83,4,14,17,1
151,11,90,1,0,15,1
151,17,80,2,6,19,1
143,16,83,4,7.5,16,1
239,27,100,3,4.1,21,2
167,18,91,2,8.8,18,1
152,17,71,1,3.6,18,1
203,15,81,3,9.4,19,1
166,27,96,3,10.1,17,1
241,26,90,4,6,15,1
117,13,70,2,2.5,15,2
230,17,80,3,1.7,16,2
100,1,86,4,7.8,21,1
136,28,91,3,7.8,15,3
188,26,85,2,6.3,21,2
228,9,100,1,4.4,17,1
103,21,88,2,4.1,17,1
190,29,83,3,11,22,5
147,18,75,1,3.5,19,1
184,35,76,3,8.1,21,4
167,21,87,2,6.7,16,1
142,4,78,2,3.3,16,2
225,27,100,2,5.6,15,3
198,24,100,4,5,20,2
110,9,86,2,12.7,18,2
159,24,72,2,2.5,16,2
160,3,77,3,6.6,15,1
145,26,94,1,9.7,21,3
177,12,79,4,4.3,18,1
113,6,91,3,0,15,1
196,20,90,4,15.7,19,2
111,18,81,2,14.8,16,1
138,18,75,2,0,15,1
128,9,81,2,8.3,21,1
130,11,83,2,9.5,19,2
188,10,95,2,10.4,15,1
196,19,77,2,3.6,17,2
109,24,78,2,0,15,2
240,25,89,2,12.7,21,1
102,21,86,3,11.3,17,2
233,38,79,3,11.1,16,4
182,15,72,2,6.2,15,1
195,20,92,2,3.5,22,1
233,40,74,2,1.1,22,3
168,32,96,4,6.1,21,4
160,3,82,2,0,19,1
123,19,66,3,13.5,16,1
160,18,79,3,14.4,16,1
217,31,91,1,2,20,3
206,15,81,4,9,17,1
191,13,86,3,16.8,16,1
178,14,92,2,11.6,22,1
133,11,80,2,9.1,15,1
168,26,75,1,13.4,15,3
125,5,78,4,15.7,22,1
138,11,95,1,11.4,17,1
189,5,100,2,15.3,15,1
171,28,65,2,6.8,21,3
120,27,91,2,20,20,1
189,18,88,4,9.4,17,1
161,16,92,4,7.5,18,1
141,21,77,2,10.8,17,2
241,39,72,3,3.7,19,5
189,25,91,3,16.8,19,3
150,11,74,1,13.8,20,1
177,5,71,5,11.6,15,1
197,11,73,4,6.1,22,1
123,16,87,2,9.4,18,2
101,8,81,4,0,19,1
220,25,95,4,13.6,19,2
246,21,95,3,16.3,19,1
232,15,84,3,0.2,15,1
184,10,84,4,17.2,16,1
183,34,80,2,6.4,16,2
108,22,78,4,15.7,20,3
196,37,76,2,20,16,1
245,30,92,4,11.1,20,1
192,17,96,3,5.2,15,2
274,40,83,3,15.2,21,5
229,24,100,3,6.4,16,3
186,23,86,2,6,21,2
125,15,84,2,17,20,1
163,0,67,4,11.3,17,1
194,36,68,1,1.7,15,3
232,29,89,2,6,15,2
103,17,87,1,12.1,18,1
189,20,79,2,7.7,19,1
198,23,100,4,13.2,18,2
170,14,91,4,4.3,21,1
154,24,74,3,4.5,16,1
110,2,81,1,10.1,15,1
131,18,100,3,9.3,22,1
221,29,75,1,14.6,21,2
219,22,92,5,16.4,20,2
132,19,79,2,12.4,15,1
163,10,90,2,10.6,16,1
167,10,96,2,4.6,20,1
142,19,79,1,5.6,19,2
151,24,93,4,9.3,18,2
118,0,100,3,4.5,19,1
108,19,81,3,15.5,22,2
126,11,89,1,5,22,2
144,15,77,2,14.4,16,2
117,3,81,3,4.3,18,1
132,8,80,2,10.5,18,3
205,31,94,2,19.9,19,2
104,14,91,3,7,22,1
117,11,80,2,6.5,19,1
164,18,98,2,12.4,15,1
160,23,98,1,12,21,1
124,19,89,3,11.3,22,2
154,17,78,5,20,15,2
181,30,79,2,20,19,2
194,30,78,3,3.1,20,2
117,19,90,3,14.8,22,2
115,15,69,1,1.1,22,1
137,22,88,2,3.4,16,1
177,23,74,2,1.9,19,3
162,28,91,3,13.4,20,2
131,24,82,3,18.7,21,3
115,5,93,2,16.2,15,1
115,5,91,1,12.9,18,1
236,18,100,2,20,20,2
188,30,99,2,12.3,16,3
204,8,88,2,10.7,15,1
202,25,75,3,16.3,16,1
185,24,75,3,15.2,16,2
108,25,60,3,11.8,18,1
149,19,72,2,8.4,20,1
226,12,88,3,14,15,1
116,6,75,2,9.1,19,1
145,6,81,1,9.6,16,1
113,10,85,2,10.4,16,1
193,19,83,2,13.1,18,1
222,13,77,2,16.3,20,2
109,28,80,2,2,15,2
115,3,72,2,7.4,20,1
286,40,89,3,3.6,16,3
216,34,100,4,10,16,3
199,30,83,2,10.6,17,2
151,11,100,2,7.7,17,1
149,21,96,1,19.6,16,2
221,12,82,4,15.2,20,1
107,22,70,1,14.8,21,1
180,19,84,2,12.2,22,1
212,19,98,4,14.1,20,1
140,6,78,2,8.7,20,1
106,0,89,1,10.3,18,1
168,10,95,3,2.9,19,2
129,26,74,3,0,17,3
188,17,79,2,16.3,17,2
270,26,97,3,8.2,22,2
115,21,82,2,9.9,21,2
176,36,78,2,10,15,4
146,29,79,1,15.8,19,2
142,8,82,2,15,17,1
135,0,67,4,9.2,19,1
130,37,89,1,15.3,19,3
104,34,75,1,9.9,15,4
222,25,61,2,10.7,16,1
166,7,84,3,9.3,22,1
134,25,75,3,15.3,21,4
166,18,100,4,9.3,16,1
238,24,83,2,13.8,17,3
242,33,78,3,8.4,22,2
139,20,87,4,3.5,15,1
173,9,78,3,8.7,17,1
194,18,78,3,8.1,17,1
235,31,93,2,5.1,20,2
196,26,76,3,16.9,16,3
189,23,71,4,1,15,3
196,30,100,3,15.1,22,2
232,21,93,2,4.9,19,1
213,24,84,2,5.7,16,2
113,0,80,3,15.3,17,1
182,16,90,3,4.7,17,3
103,21,89,2,8.2,18,1
194,18,78,2,0.1,15,1
152,14,86,3,9.2,19,1
159,9,79,4,10.7,19,1
209,32,85,4,12.2,17,2
236,30,90,4,18.2,22,2
205,30,86,2,11.3,21,3
160,3,90,2,11.5,18,2
149,16,87,2,8.9,18,1
100,11,65,2,18.1,15,1
271,25,77,4,10.2,21,2
165,13,80,4,7.1,21,2
247,23,100,3,5.7,22,1
180,28,77,1,19.4,17,2
159,1,81,1,6.5,22,1
167,35,79,3,11.3,17,4
108,18,75,3,11.6,21,2
179,20,86,2,20,22,1
184,29,98,4,2.2,17,2
118,2,85,1,9.7,15,1
113,8,73,1,18.5,19,2
243,24,100,2,7.3,16,1
225,36,88,2,7.7,18,3
150,17,77,3,4,19,1
140,21,96,2,11.9,16,1
160,13,79,1,10.1,22,1
164,23,99,3,13.4,21,2
211,38,78,1,6.5,22,2
191,30,99,2,13.8,21,1
141,16,84,1,14.9,22,1
185,27,97,3,10.2,21,3
117,20,99,2,16.9,22,1
179,25,74,4,1.7,22,2
171,29,96,3,0.2,19,1
142,27,69,4,12.7,21,3
156,17,73,3,17.3,22,3
149,23,75,1,8.5,19,3
212,19,91,3,12,19,1
161,10,84,3,4.1,19,2
121,13,79,3,14.6,17,1
247,25,90,2,6.4,19,3
134,1,87,3,9.8,16,1
268,35,97,2,12.4,16,3
145,0,93,1,9.1,18,1
112,39,98,1,6.2,21,4
169,33,84,2,9.6,20,4
274,26,86,2,8.4,15,3
146,17,88,2,14.8,16,1
145,20,72,3,4.4,21,3
145,12,76,1,5,16,1
120,17,90,2,12.7,16,1
118,14,80,2,11.2,16,1
232,24,76,3,2.1,15,4
102,15,66,2,16.6,15,1
198,10,86,3,6.6,20,1
205,23,97,3,12.5,19,2
243,27,99,4,0.2,20,3
232,26,89,3,9,16,2
273,26,100,3,2.5,16,2
176,30,83,2,13.9,18,2
168,16,83,3,16.4,18,1
227,26,63,2,10.6,18,2
217,35,83,2,8.2,21,5
234,24,96,2,12,21,3
238,27,100,2,5.4,18,4
217,22,79,3,10.6,19,2
155,29,87,1,20,17,2
158,16,93,3,7.3,18,1
232,36,88,3,13.9,18,3
162,18,62,2,12,22,2
116,7,83,4,2.7,15,2
170,25,91,2,1,20,1
198,19,77,1,12.7,21,1
134,22,79,2,7.5,16,3
243,1,78,3,12.1,19,1
124,15,57,3,12,16,1
183,16,95,2,13,17,3
103,4,80,1,19.6,19,1
296,25,100,2,8.2,17,2
185,15,93,2,8.4,21,1
116,14,77,2,14,21,1
161,6,83,1,4.6,22,2
212,26,92,2,11.8,21,1
201,34,95,3,13,16,2
176,22,87,4,7.3,15,1
150,25,93,3,18.1,18,2
117,25,78,3,6,21,1
235,36,79,4,11.4,21,2
241,40,88,4,4.2,16,3
114,10,82,2,4,21,4
182,14,73,3,6.6,19,1
165,26,71,2,14.2,21,2
154,24,87,2,16.6,22,3
240,32,85,3,16.6,21,3
194,38,84,3,4.1,18,2
243,25,85,3,9.9,21,3
191,25,100,2,12.9,19,2
173,11,96,3,10.7,17,1
167,38,72,3,4.5,19,2
106,11,75,3,6.7,15,1
163,16,92,1,7.9,17,3
290,26,97,2,5.5,22,2
116,9,80,3,9.7,20,1
192,14,75,3,8.2,22,1
151,13,76,2,9.1,21,2
205,10,81,2,9.7,20,1
210,15,89,2,5.7,21,1
223,40,100,3,7.6,16,2
130,23,75,1,15,18,4
134,25,72,2,7.7,18,1
242,36,88,3,8,15,2
161,35,93,3,7,19,3
240,9,75,3,9.8,21,1
234,13,100,3,5.2,21,2
134,9,80,2,10.7,16,2
108,10,73,1,7,20,1
120,12,66,4,12.9,19,1
196,17,92,2,11.7,20,1
222,26,86,3,6.4,19,2
143,17,84,3,12,15,4
278,22,82,5,0,20,1
224,4,84,2,6.6,17,1
191,12,81,2,9.7,20,2
155,13,82,1,6,17,1
166,17,77,4,12.5,15,1
106,4,65,1,6,15,1
328,28,100,3,3.7,21,2
144,7,69,1,3.9,15,1
237,24,90,2,11.6,19,2
111,5,64,2,16.9,20,1
119,7,62,1,13.7,20,1
180,8,86,2,11.4,19,1
200,20,88,5,1.2,16,1
246,18,100,3,0,15,2
219,32,91,4,7.7,19,3
168,23,82,3,10,17,3
178,19,76,2,11.7,20,1
218,16,100,2,5.3,20,1
128,19,90,2,0,15,2
178,26,73,3,0.8,17,3
122,17,81,2,4.7,18,1
153,32,84,2,4.5,16,1
148,22,79,2,6,18,1
243,34,96,3,9.5,16,1
143,18,90,2,14.1,15,1
154,24,81,1,10.3,20,3
101,6,77,1,8.6,16,1
106,10,94,1,18.2,19,1
246,29,98,5,10,17,3
202,25,87,2,13.9,20,2
179,25,69,3,4.7,19,2
191,31,89,1,12.6,15,4
142,4,89,1,8.7,21,1
256,18,63,2,12.7,18,2
123,17,83,2,2.4,17,1
203,15,82,5,18.4,15,1
143,40,80,3,7.9,19,2
278,33,82,5,15.4,19,1
128,15,80,2,13.1,16,1
125,11,94,3,9.5,16,2
229,20,84,5,8.1,18,2
129,16,91,2,9.3,22,1
292,30,84,3,7.9,16,3
148,13,90,1,13.5,16,1
140,14,82,2,11.2,21,1
178,32,88,3,9.8,16,2
168,32,84,4,9.1,18,2
226,26,94,2,9.8,15,1
131,4,57,2,6.7,20,1
109,19,67,1,10.2,17,1
192,35,89,2,8.8,15,4
153,30,64,3,12.2,20,2
194,28,81,3,15.2,20,2
185,33,84,3,9.1,15,4
110,15,72,2,4.5,15,1
140,22,76,3,8.1,19,1
102,7,82,2,14.9,21,1
203,25,96,2,5.5,17,2
183,32,76,1,11.6,17,5
181,15,79,2,6.3,19,3
192,13,78,2,11.7,20,1
122,16,58,3,8.7,19,1
147,15,84,2,12.9,22,1
101,19,89,2,13.3,20,1
126,11,91,3,18.5,16,2
213,38,78,2,6.9,19,4
112,3,69,3,8.8,18,1
171,31,84,4,7.8,21,1
130,9,89,4,9.1,19,1
243,9,90,3,13.1,16,1
173,22,87,3,5.1,19,1
231,22,99,4,4.3,18,1
128,6,74,2,14.5,19,1
145,2,80,3,7.6,22,1
219,23,100,2,5,20,2
207,31,84,2,12,22,2
110,20,68,3,12.2,15,2
181,21,78,2,7.2,21,1
192,25,77,2,17.5,17,2
120,15,84,1,16.1,21,1
217,10,78,5,14.6,18,1
237,12,91,4,18.5,18,1
111,13,73,2,5.1,18,1
200,20,66,3,19.9,20,1
249,34,92,3,7.4,22,2
132,23,83,4,6.3,15,2
246,31,94,2,10.7,15,3
200,19,80,3,13.1,17,1
182,8,77,4,8.7,16,1
231,28,92,4,9.4,17,2
162,23,98,1,5,22,3
100,0,80,1,20,22,1
107,6,84,1,15.4,18,2
224,17,84,3,6.6,18,2
138,18,67,1,10.1,21,1
151,10,92,1,6.4,18,3
146,17,91,4,8.9,21,1
236,23,95,3,10,17,1
201,20,84,3,11.2,16,1
148,11,88,3,0,16,1
183,15,93,3,2,17,1
197,12,100,4,7.2,20,1
232,28,97,2,9,18,3
162,24,84,3,7.4,22,2
185,14,73,3,5.6,21,1
178,34,86,2,7.8,21,2
141,14,85,3,14.2,22,1
186,34,92,2,0.7,17,3
159,13,96,3,8.9,17,2
235,6,87,3,0,19,1
135,20,100,4,9.5,22,1
196,24,69,2,11,19,2
169,19,88,1,3,21,1
203,16,79,2,8.1,21,2
212,22,69,3,8.9,21,2
192,16,84,4,15.9,15,3
174,17,70,4,6.6,15,1
102,21,78,1,13.3,22,3
200,23,86,3,12,17,2
225,29,98,1,11.9,19,3
113,12,66,3,8.4,18,1
167,16,92,4,17.9,15,1
109,4,81,2,11.8,18,1
235,21,98,3,4.3,18,2
149,0,79,2,16.6,15,1
115,9,68,1,9.7,20,1
141,16,71,3,13.6,22,1
121,20,69,2,12.6,17,3
165,16,88,3,1.6,19,2
118,18,95,2,19,15,2
224,4,82,2,5.5,16,1
122,15,87,1,13,16,2
110,0,66,1,13.4,18,1
167,8,86,4,15.7,16,1
231,23,94,2,5.5,18,3
225,35,74,3,10.4,20,2
199,25,84,4,11.3,20,1
208,23,93,2,9.1,20,3
104,14,52,1,11.6,20,1
151,11,96,2,20,21,2
104,9,83,2,13.3,20,1
108,18,87,4,6.1,19,2
126,3,77,4,18.2,15,1
160,24,67,3,15.7,15,1
105,10,85,3,12.9,19,1
104,21,79,2,14.5,18,2
296,38,92,4,8.8,20,4
249,11,99,3,14.8,21,1
147,12,90,1,12.3,17,1
234,17,100,4,9.6,16,2
135,0,83,3,7.1,22,1
245,16,82,3,2.9,21,1
152,40,81,2,11.6,20,4
188,26,89,1,0.2,19,2
140,34,92,1,11.3,22,4
193,29,72,3,5.5,16,2
154,11,83,2,0.3,17,1
161,15,99,2,9.4,21,2
158,24,81,2,17.2,18,1
127,20,90,2,10,21,1
118,10,85,1,13.7,20,1
156,4,92,1,11.6,16,1
107,40,72,2,0.6,18,1
242,24,81,4,15.5,20,1
274,25,91,2,7.4,17,2
163,20,69,2,14.6,18,2
218,21,84,3,11.1,21,1
209,24,89,2,5.8,17,1
132,28,99,4,8.8,15,2
116,14,84,2,11.8,16,1
109,4,86,2,14,16,1
255,25,100,3,7.5,21,4
136,12,73,1,1.7,21,2
225,37,86,4,14,17,2
179,31,100,2,0.2,17,1
176,21,84,2,3.8,19,1
187,9,96,3,2.8,17,1
195,10,95,4,8.2,17,1
234,25,74,2,3.4,21,1
136,19,85,2,15.6,18,2
189,17,87,4,13.2,22,2
200,17,89,3,5.8,18,1
233,19,81,3,7.8,22,1
183,20,74,2,10.6,16,2
179,0,80,2,20,22,1
261,17,89,3,11.3,18,3
183,15,96,2,15.9,18,1
218,34,100,1,7,16,2
